name,url,kind,why
1→10（ワントゥーテン）,https://www.1-10.com/work/,agency,ASICS、TOYOTA カローラ、KDDI、Sentosa Sensoryscape等。APP/AR/VR/Web/UI/UXとブランディングを束ねた体験設計の高単価
ロフトワーク（Loftwork）,https://loftwork.com/jp/project,agency,空間・サービスデザイン・ブランディング・リサーチを横断するプロジェクト一覧。製造・教育・都市開発の大型案件を上流から受託
81-web.com 制作会社タグ一覧,https://81-web.com/tag/production/,gallery,制作会社自身のサイト215件を掲載。掲載＝デザイン水準の担保で、そこから各社の実績一覧へ辿れる横断リード源
Awwwards Sites of the Day,https://www.awwwards.com/websites/sites_of_the_day/,award,世界最大級Webアワードの日次受賞一覧。制作エージェンシー名が併記され、日本のアワード常連スタジオを継続的に発見できる
Awwwards｜日本のサイト一覧（国別ギャラリー）,https://www.awwwards.com/websites/Japan/,award,世界最大級のWebデザインアワードの国別絞り込み一覧で、SOTD/Honorable Mention受賞の日本語サイトが並ぶ（IZANAMI、sakazuki、TAPER.DESIGN等を実確認）
Awwwards｜Most Awarded Profiles - Japan,https://www.awwwards.com/winner-list/Japan,award,日本拠点の受賞制作会社を受賞数（HM/SOTD/SOTM/SOTY）順にランキング表示。Garden Eight・SHIFTBRAIN等、高単価案件を持つ制作会社の特定に直結する
CSS Design Awards｜Japan Sites（国別受賞ギャラリー）,https://www.cssdesignawards.com/website-gallery?country=japan,award,2009年創設の国際Webアワード。国＝Japanで絞った受賞・ノミネート一覧で、業種・技術・配色の複合絞り込みも可能（WOTD/WOTM/WOTY掲載）
The FWA｜Awards（受賞一覧）,https://thefwa.com/awards,award,2000年創設、20年以上毎日Site of the Dayを選出する最古参のWebアワード。技術的に尖った案件＝制作予算の大きい案件が集中する
The FWA｜Cases アーカイブ,https://thefwa.com/cases,award,FWA受賞案件の全アーカイブ。1件ずつクレジット（制作会社・クライアント）が付くため、発注元と受注元の両方を辿れる
The Webby Awards｜Websites & Mobile Sites 受賞一覧,https://winners.webbyawards.com/winners/websites-and-mobile-sites,award,1996年開始のインターネット業界最高権威。Webby Gallery + Indexで全受賞・ノミネートを横断検索でき、企業/エージェンシー単位でも絞り込める
Webグランプリ（日本アドバタイザーズ協会 デジタルマーケティング研究機構）｜受賞アーカイブ,https://award.dmi.jaa.or.jp/winner,award,日本の広告主団体が主催する国内最大級のWebアワード。第1回(2013年)〜第13回(2025年)の受賞サイトが全回分アーカイブされている
第13回Webグランプリ（2025年）企業グランプリ部門 受賞サイト,https://award.dmi.jaa.or.jp/winner/gp13c,award,最新回の受賞一覧。企業77社・89サイトが参加し305名の審査委員が審査。集英社採用サイト、三菱自動車、大丸松坂屋など大手発注案件が並ぶ
グッドデザイン賞｜受賞ギャラリー（ウェブサイト検索結果）,https://www.g-mark.org/gallery/winners/search?keyword=%E3%82%A6%E3%82%A7%E3%83%96%E3%82%B5%E3%82%A4%E3%83%88,award,日本唯一の総合デザイン評価制度。2000年以降の全受賞対象がDB化され、ウェブサイト/ウェブサービス/ウェブアプリのカテゴリで受賞作を一覧検索できる
STUDIO DESIGN AWARD 2025 受賞Webサイト一覧,https://designaward2025.studio.design/award,award,国産ノーコードStudio主催の年次アワード第6回。300件超のエントリーから8サイトを選出、グランプリは佐久間宣行事務所オフィシャルサイト
STUDIO DESIGN AWARD 2024 受賞Webサイト一覧,https://designaward2024.studio.design/award,award,377件のエントリーから10サイトを選出。年ごとに独立URLで受賞一覧が残るため、複数年分の質の高い日本語サイトを一括収集できる
MUUUUU.ORG｜日本語サイトカテゴリ,https://muuuuu.org/category/japanese,gallery,"2011年運営開始のプロ向けWebデザインアワード／ギャラリー。明文化された掲載基準で選抜され、日本語サイトだけで5,622件（海外541件）と国内最大級の母数"
Web Design Clip｜Webデザインギャラリー・クリップ集,http://www.webdesignclip.com/,gallery,国内Web制作の参考事例として長く運営される定番ギャラリー。国内サイト中心でカテゴリ別に一覧化されている
TOPAWARDS ASIA｜Winners（※パッケージデザイン賞）,https://www.topawardsasia.com/winners,award,招待制・アジア限定・実制作物のみの3原則を掲げる権威賞で日本の受賞多数だが、実確認の結果Webではなくパッケージデザイン賞（Webサイト収集用途には不適合、参考として掲載）
株式会社Birdman｜Works,https://birdman.ne.jp/works/,agency,カンヌライオンズ/FWA等の国際受賞歴を持つデジタルクリエイティブ会社の実績一覧。ハイエンドなインタラクティブ案件が集約されている
LPアーカイブ｜学校・塾・通信講座カテゴリ,https://rdlp.jp/lp-archive/search/?lp_cat=114,gallery,塾・通信講座に絞ったLPだけが727件並ぶ国内最大級のLP専門アーカイブで、はまキッズ／ECC／英会話ジムなど保護者向け訴求の実物が一気に比較できる（今回の用途に最も直結）
LP幹事｜学習塾・予備校のLPデザイン,https://lp-kanji.com/search/cram-school/,gallery,学習塾・予備校LPが46件、しかも「色から探す／イメージから探す」で分類済み。英語塾エベレスト・子ども英語教室Lepton・明光義塾など英語塾の直接競合LPが実名で載る
Web Design Clip [L]｜学校・資格・教育のLP,https://lp.webdesignclip.com/category/education/,gallery,教育LPを110件収録。麻布個人指導会・ワシントン外語学院・ISA・STEAM教室など、個別指導と英語教育の保護者向けLPが揃う実物サンプル集
ランディングページ集めました。｜スクール（専門学校・大学）・資格,https://lp-web.com/school/,gallery,2009年から継続収集の老舗LP集で89件。スパルタ英会話・DMM英会話・ECCジュニアオンライン・KUMON・トライ式など英語/学習系の王道LPが色別で並ぶ
MUUUUU.ORG｜教育サービス,https://muuuuu.org/category/industry/education-service,gallery,厳格な掲載基準で知られる縦長デザインギャラリーの教育サービス枠に223サイト。公文教育研究会・京進グループ・UM English Lab.など塾/英語事業者の高品質サイトが集中する
MUUUUU.ORG｜ベビー・キッズ・ファミリー,https://muuuuu.org/category/industry/kids,gallery,92サイト。子を持つ保護者に向けたトーン&マナー（色・写真・書体・安心感の出し方）の参照元として、英語塾LPの隣接領域そのもの
SANKOU!｜保育園・幼稚園・こども園,https://sankoudesign.com/category/preschool/,gallery,44件。未就学〜低学年の保護者に刺さる「やさしさ・安心・遊び=学び」の表現が集中しており、小学生の親向けFVのトーン設計に転用できる
Web Design Clip｜学校・教育,https://webdesignclip.com/category/education/,gallery,教育カテゴリだけで194件と国内ギャラリー中でも母数が大きい。受験生応援サイトなど「入学・入塾を決めさせる」目的のサイトが多く、CV導線の型が拾える
ちょうどいいWebデザインギャラリー｜教育・学校,https://choooodoii.com/industry/school/,gallery,80件を色・トーン・印象（清潔感／やさしい・ナチュラル等）で絞り込めるのが特徴。個別指導のりんご塾・トップ教育センター等、中小規模の塾実例が拾える点が実務的
イケサイ｜教育・学校サイト WEBデザインリンク集,https://www.ikesai.com/cat/education/,gallery,老舗リンク集で60件超／複数ページ。家庭教師のトライ・英語塾エベレスト・N高・渋谷教育学園など、大手塾から私立中高まで幅広く実名で収録
Web幹事｜学習塾・予備校業界のホームページ制作実績一覧,https://web-kanji.com/works/search/cram-school,showcase,塾・予備校の制作実績127件を「予算帯（〜30万／31〜50万／51〜100万）」「サイト種別（LP／リニューアル）」付きで横断でき、発注相場と制作会社をセットで特定できる
株式会社コーディア｜中学・高等学校の制作実績,https://codia.co.jp/works_school/,agency,学校サイト専業。開成・女子学院・早稲田中高・慶應義塾普通部・桐朋・逗子開成など難関私立中高50校超を手掛けており、受験期の保護者に効く情報設計の最上位事例
株式会社コーディア｜小学校・幼稚園の制作実績,https://codia.co.jp/works_elementary/,agency,東京女学館小学校・立教女学院小学校・成城/本郷学園の附属幼稚園など私立小・幼の実績12件。小学生の子を持つ保護者向けの言葉づかいとビジュアル基準の参照元
株式会社梁プランニング,https://www.ryo-net.co.jp/service/,agency,"1988年創業の教育機関広報特化。年間1,000件以上の制作実績で「学校案内(中学・高校)」「学校案内(幼稚園・小学校)」のカテゴリ絞り込みを備え、紙と統一した保護者向け訴求が強い"
クーミル株式会社｜制作実績,https://coomil.co.jp/works,agency,「学習塾」「英会話」「音楽教室」「体操教室」で絞り込める習い事特化の実績一覧。都内英語塾の無料体験申込増を狙ったLP事例（/works/lacoms/）があり今回と要件がほぼ同一
パドルデザインカンパニー｜学校・教育のブランディング実績,https://www.paddledesign.co.jp/works/education/,agency,港区のブランディング会社。学習塾studiasso（学びと遊びの両立をVI化）や「保護者から選ばれる保育園になる」を起点にした保育園ブランディングなど、コンセプト言語化の質が高い4件
株式会社フライング・ハイ・ワークス｜学校・教育業種の制作実績,https://www.flying-h.co.jp/works/education,agency,教育実績14件のうち「キッズドア 英語LP新規制作」「栄美通信 進学診断ツール」など、英語×子ども×LPという今回のど真ん中の事例を明示している
大学広報メディアアワード2025 受賞作品発表（日経BPコンサルティング）,https://consult.nikkeibp.co.jp/bdcu/award2025/winners/,award,全国800大学の広報メディアを審査する国内唯一級の教育広報アワード。デジタルコンテンツ部門金賞（北見工業大／大阪大／関西学院大）は教育系Webの品質上限を示す（※制作会社名は非掲載）
キッズデザイン賞 受賞作品検索サイト（キッズデザイン協議会）,https://kidsdesignaward.jp/search/,award,"【最重要／子ども・保護者領域の唯一の公的評価軸】第1回2007年〜第19回2025年の受賞4,381点を、対象層・キッズデザインミッション・賞名・年・都道府県で絞込検索可能。子ども向け制作物の「安全・安心・創造性」表現の規範が一箇所に集約されており、現コレクションに完全に欠落している"
TCC コピラ（東京コピーライターズクラブ コピー年鑑検索）,https://www.tcc.gr.jp/copira/,award,【コピーの評価軸が全ソースにゼロ】1960〜2026年のコピー年鑑掲載コピーを業種・媒体・年・受賞有無で検索可能。デザインギャラリーはコピーを評価しないため、保護者に刺さる日本語の言い回しの一次資料としてここが唯一
ACC TOKYO CREATIVITY AWARDS 2025（65th）入賞作品発表,https://www.acc-awards.com/festival/2025fes_result/,award,【広告賞モダリティが未収集】総務大臣賞を頂点とする国内最高峰の広告賞。ブランデッド・コミュニケーション部門にデジタル・エクスペリエンス／デジタル・ソーシャルクラフトがあり、Web制作者の内輪評価ではない「広告としての強度」で選ばれた事例が並ぶ
Awwwards｜Japan websites,https://www.awwwards.com/websites/Japan/,award,【海外アワードの日本枠が未収集】国内ギャラリーは掲載申請ベースのため申請しない実力派が抜ける。Awwwardsは第三者審査＋Design/Usability/Creativity/Contentのスコア開示があり、41ページ超の日本サイトが蓄積されている
日本BtoB広告賞 受賞作品一覧（日本BtoB広告協会）,https://www.bbaa.or.jp/sogo,award,【1980年開始の国内唯一のBtoB広告賞】第24回〜第47回（2026）の受賞作を回ごとに閲覧可能。BtoB117件を集めながらこの賞を踏んでいないのは、B2B領域の評価軸がギャラリー掲載傾向に依存している証拠
Web Designing バックナンバー（マイナビ出版）,https://webdesigning.book.mynavi.jp/backnumber/,showcase,【書籍・雑誌モダリティが未収集】2014〜2025年の全号を年別・特集テーマ別（デザイン／UIUX／EC／CMS／解析／マーケ等）で一覧。ギャラリーには載らない「なぜそう作ったか」の設計意図が言語化されている唯一の系統的アーカイブ
デジタル庁デザインシステム β版,https://design.digital.go.jp/dads/,showcase,【日本語UIの公的基準線が全ソースにゼロ】v2.3.0まで公開。日本語の可読性・フォントサイズ・行間・コントラスト・アクセシビリティをコンポーネント単位で規定。非デザイン読者（保護者・高齢者）向けLPの下限品質を担保する基準として使える
note｜現役WEBデザイナーが参考を探すギャラリーサイトリスト ジャンル別35選（久保なつ美／デザスク校長）,https://note.com/jd_designschool/n/ne2dab1df743e,gallery,【note/X上のまとめが未収集】サイト制作23／パーツ3／バナー・サムネ5／LP4のジャンル別に35サイトを実務目線で整理。現コレクションに無いギャラリーの発見源（メタソース）として機能する
note公式 デザインマガジン一覧（note_dsn）,https://note.com/note_dsn/p/s,gallery,【事業会社デザイン組織の一次発信が未収集】UI/UX・デザインシステム・アクセシビリティ・ブランディング・デザイン組織論の記事が企業デザインチーム横断でキュレーションされている。完成物ではなく意思決定プロセスが読める
KERENOR｜スマートフォンサイト・アプリのUIデザインに特化したギャラリー参考サイトまとめ,https://www.kerenor.jp/mobile-design-gallery-sites/,gallery,【スマホ特化ギャラリーの棚卸しが未実施】随時更新のメタまとめ。Web Design Clip [S] 以外のスマホ専門ギャラリーを一括で把握できる。スマホFV設計を全LPの必須条件にしている以上、スマホ専門源が1件しかないのは薄い
バナー広場｜教育・学校カテゴリ,https://banner-hiroba.com/archives/category/industry/education,gallery,【バナー4サイトを集めながら業種別一覧を未踏】塾・予備校・大学・オンライン教育・語学・プログラミング教室のバナーを新着／人気／閲覧数順、サイズ・カラー絞込で閲覧可能。LP上流の広告クリエイティブの型が業種粒度で取れる
UI Pocket｜アプリUIデザインギャラリー,https://www.ui-pocket.com/mobile,gallery,【申込フォームUIの参考源がゼロ】国内アプリ中心にカテゴリ別UIと、テキスト入力・ボタン・チェックボックス等の要素別スクリーンを収録。教育LPのCVは資料請求・体験申込フォームで決まるのに、入力UIの参考が現コレクションに一つも無い
Lapa Ninja｜Education カテゴリ,https://www.lapa.ninja/category/education/,gallery,【海外の教育LPの構成が未収集】教育カテゴリだけで319件超。日本語の見た目は参考にならないが、オファー提示順・社会的証明の置き方・FAQの粒度といった「構成」は日本の教育ギャラリー（ブランドサイト偏重）から取れないもの
Web Design Garden｜行政・自治体・地方創生カテゴリ,https://webdesigngarden.com/category/industry/government/,gallery,【自治体系が計5件と異常に少ない】親サイトは収集済みだがこの業種カテゴリは未踏。50件超が並ぶ。行政サイトは「誰にでも読める日本語UI」の宝庫で、非デザイン読者である保護者向けの情報設計に直結する
ランサーズ ポートフォリオ｜学習塾タグ,https://www.lancers.jp/portfolio/tag/%E5%AD%A6%E7%BF%92%E5%A1%BE,gallery,【実際に発注されている水準の分布が未把握】学習塾関連の実案件366件。チラシ・ポスター・LP・バナー・HP・パンフ・ロゴ・看板が横断で並ぶ。ギャラリー掲載作は「作品」だが、ここは「実際に金が動いた成果物」の分布が見える唯一の面
ランサーズ ポートフォリオ｜学校案内タグ,https://www.lancers.jp/portfolio/tag/%E5%AD%A6%E6%A1%88%E5%86%85,gallery,【紙媒体モダリティが未収集】学校案内の実制作サンプルが一覧。保護者向け教育案件の意思決定は今も紙で起きており、LP構成はほぼ紙の翻案。紙の見出し設計・写真選定・情報量配分が取れる
Web幹事｜保育園・幼稚園業界のホームページ制作実績一覧,https://web-kanji.com/works/search/kindergarten,agency,【未就学児・保護者向けが最大の空白】89件を予算別（〜30万〜501万円以上の8段階）・サイト種類別・業界別で絞込可能。予算帯が併記されるため「この価格でこの品質」の相場感まで取れる。ギャラリーに載りにくい園サイトが集積している
Web幹事｜大学・高校・専門学校業界のホームページ制作実績一覧,https://web-kanji.com/works/search/school,agency,【教育300件の中身の偏りを補正】170件を予算・サイト種類で絞込可能。ギャラリー掲載作と違い、LP／採用サイト／オウンドメディア等サイト種類別に切れるため、ブランドサイト偏重を崩して申込獲得型だけを抜き出せる
幼保ランド｜保育園・幼稚園ホームページ制作会社一覧,https://www.yoho-land.com/list/,agency,【園特化ベンダーの棚卸しが未実施】40社超を実績・費用・対応エリア付きで掲載。幼稚園・保育園サイトは専門ベンダーのCMSで作られるためデザインギャラリーにほぼ載らず、この業界特化比較サイト経由でしか母集団に到達できない
100人のデザイナー｜学校案内パンフレット・入学案内 制作実績,https://100pamphlet.jp/results/pamph-school/,agency,【学校・園の紙媒体の一覧が未収集】コンペ形式のため1課題に複数案が並び、同じ学校に対する複数のデザイン解が比較できる。1ページ18件×複数ページ。表紙のキャッチコピーと写真選定の当たり外れが同条件で見える希少な面
Web Design Clip [L]｜イベント・特設サイトカテゴリ,https://lp.webdesignclip.com/category/event/,gallery,【イベント7件という最大の業種穴を直接埋める】親サイトは収集済みだがこのカテゴリは未踏。体験会・説明会・単発イベントLPの型が集中している。サービスジャンル・デザインイメージ・カラーで絞込可能
LPアーカイブ｜体験型イベント ジャンル一覧,https://rdlp.jp/lp-archive/search?sa=%E4%BD%93%E9%A8%93%E5%9E%8B%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88,gallery,"【25,000件超のDBのジャンル面が未踏】親サイトは収集済み。「イベント」だけで1,273件、うち体験型に絞れる。キャッチコピー文言でも検索できるため、体験会LPの見出しパターンを大量に比較できる。学習塾ジャンルも同構造で叩ける"
Pinterest 日本｜「教室 チラシ」検索,https://jp.pinterest.com/search/pins/?q=%E6%95%99%E5%AE%A4%20%E3%83%81%E3%83%A9%E3%82%B7,gallery,【実務で最も使われるスワイプ源が未収集】教室・習い事・体験会の告知チラシは国内Webデザインギャラリーに構造的に載らない層。ピンボード単位で他者のキュレーション結果ごと拾えるため、収集効率が単体ギャラリーより高い
Meta広告ライブラリ（日本・全広告）,https://www.facebook.com/ads/library/?active_status=all&ad_type=all&country=JP,showcase,【稼働中の実広告が未収集】ギャラリー掲載作は「作品」であって、今も出稿費を払って回している勝ちクリエイティブではない。掲載開始日から継続期間が読めるため、3ヶ月以上生存している＝効いているLPの入口だけを選別できる
コドモブースター（子どもの習い事 口コミ・体験申込ポータル）,https://kodomo-booster.com/,showcase,【保護者の検索語・比較軸の一次情報が未収集】国内最大級の習い事ポータル。保護者が実際に何で絞り込み（対象年齢・エリア・月謝・体験の有無）、口コミで何を書くかが読める。教室LPに何を書けば選ばれるかの需要側データとして、デザインギャラリーでは代替できない
